Feature ID	taxonomy
ASV_213	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella, uncultured_Bordetella
ASV_2130	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_2131	Bacteria, Acidobacteriota, Acidobacteriae, Subgroup_2, Subgroup_2, Subgroup_2
ASV_2132	Bacteria, Desulfobacterota, uncultured, uncultured, uncultured, uncultured, uncultured_bacterium
ASV_2133	Bacteria, Planctomycetota, Phycisphaerae, Tepidisphaerales, WD2101_soil_group, WD2101_soil_group, uncultured_bacterium
ASV_2134	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1
ASV_2135	Bacteria, Chloroflexi, Chloroflexia, Chloroflexales, Roseiflexaceae, uncultured, uncultured_bacterium
ASV_2136	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_2137	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_2138	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium
ASV_2139	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Geodermatophilaceae, Geodermatophilus
ASV_214	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_2140	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, ADurb.Bin063-1, uncultured_bacterium
ASV_2141	Bacteria
ASV_2142	Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Woeseiaceae, JTB255_marine_benthic_group, uncultured_bacterium
ASV_2143	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae
ASV_2144	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter, uncultured_bacterium
ASV_2145	Bacteria, Nitrospirota, Nitrospiria, Nitrospirales, Nitrospiraceae, Nitrospira, uncultured_organism
ASV_2146	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, Ellin6067, uncultured_delta
ASV_2147	Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, uncultured, uncultured, uncultured_bacterium
ASV_2148	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, ADurb.Bin063-1, uncultured_Verrucomicrobia
ASV_2149	Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales, Pyrinomonadaceae, RB41, uncultured_Acidobacteriaceae
ASV_215	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_2150	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured
ASV_2151	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24, uncultured_Acidobacteria
ASV_2152	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_Rubrobacteria
ASV_2153	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_2154	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_2155	Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, uncultured_soil
ASV_2156	Bacteria, Planctomycetota, Planctomycetes, Isosphaerales, Isosphaeraceae, Aquisphaera, uncultured_bacterium
ASV_2157	Bacteria, Acidobacteriota, Subgroup_5, Subgroup_5, Subgroup_5, Subgroup_5, uncultured_bacterium
ASV_2158	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Devosiaceae, Devosia
ASV_2159	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter, uncultured_bacterium
ASV_216	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Kribbella
ASV_2160	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_2161	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, uncultured, uncultured, uncultured_Acidimicrobiia
ASV_2162	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured
ASV_2163	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_2164	Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Lysinibacillus
ASV_2165	Bacteria, Chloroflexi, TK10, TK10, TK10, TK10
ASV_2166	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Flindersiella, uncultured_bacterium
ASV_2167	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Neo-b11, uncultured_bacterium
ASV_2168	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Fictibacillus, Fictibacillus_barbaricus
ASV_2169	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_217	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured, uncultured_Stella
ASV_2170	Bacteria, Proteobacteria, Alphaproteobacteria, Dongiales, Dongiaceae, Dongia
ASV_2171	Bacteria, Acidobacteriota, Blastocatellia, 11-24, 11-24, 11-24
ASV_2172	Bacteria, Chloroflexi, Chloroflexia, Thermomicrobiales, AKYG1722, AKYG1722
ASV_2173	Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Lysinibacillus
ASV_2174	Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, Flavobacterium_anatoliense
ASV_2175	Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, uncultured_Mucilaginibacter
ASV_2176	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, uncultured, uncultured, uncultured_Acidobacteriaceae
ASV_2177	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_2178	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured, uncultured_bacterium
ASV_2179	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_218	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Virgisporangium, uncultured_bacterium
ASV_2180	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_2181	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
ASV_2182	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_2183	Bacteria, Acidobacteriota, Subgroup_5, Subgroup_5, Subgroup_5, Subgroup_5, uncultured_bacterium
ASV_2184	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_2185	Bacteria, Actinobacteriota, Acidimicrobiia, Microtrichales, uncultured, uncultured, uncultured_Acidimicrobiia
ASV_2186	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae
ASV_2187	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia
ASV_2188	Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast
ASV_2189	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, uncultured, soil_metagenome
ASV_219	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured
ASV_2190	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, SC-I-84, SC-I-84, uncultured_beta
ASV_2191	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Acidipila
ASV_2192	Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Domibacillus
ASV_2193	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_2194	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Flavihumibacter, uncultured_bacterium
ASV_2195	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea
ASV_2196	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Roseiarcus
ASV_2197	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter
ASV_2198	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured, uncultured_bacterium
ASV_2199	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured, uncultured_bacterium
ASV_22	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured, metagenome
ASV_220	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Dyella
ASV_2200	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_2201	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella, uncultured_actinobacterium
ASV_2202	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter, metagenome
ASV_2203	Bacteria, Proteobacteria, Gammaproteobacteria, CCD24, CCD24, CCD24
ASV_2204	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_2205	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, uncultured_bacterium
ASV_2206	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales
ASV_2207	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_2208	Bacteria, Actinobacteriota, Acidimicrobiia, IMCC26256, IMCC26256, IMCC26256
ASV_2209	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales_Incertae_Sedis, Nordella, uncultured_bacterium
ASV_221	Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter
ASV_2210	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_2211	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Rhodoplanes
ASV_2212	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, uncultured_soil
ASV_2213	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured, uncultured_Acidobacteria
ASV_2214	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea
ASV_2215	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia
ASV_2216	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea
ASV_2217	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured
ASV_2218	Bacteria, Desulfobacterota, uncultured, uncultured, uncultured, uncultured, uncultured_sludge
ASV_2219	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter
ASV_222	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae
ASV_2220	Bacteria, Planctomycetota, Phycisphaerae, Tepidisphaerales, WD2101_soil_group, WD2101_soil_group
ASV_2221	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25, metagenome
ASV_2222	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter
ASV_2223	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia
ASV_2224	Bacteria, Myxococcota, Polyangia, Polyangiales, Phaselicystidaceae, Phaselicystis, uncultured_Polyangiaceae
ASV_2225	Bacteria, RCP2-54, RCP2-54, RCP2-54, RCP2-54, RCP2-54, uncultured_bacterium
ASV_2226	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae, uncultured, uncultured_Planctomycetaceae
ASV_2227	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_bacterium
ASV_2228	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_bacterium
ASV_2229	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_Rubrobacterales
ASV_223	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, uncultured, Leptothrix_sp.
ASV_2230	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Actinoplanes
ASV_2231	Bacteria, Proteobacteria, Gammaproteobacteria, CCD24, CCD24, CCD24, uncultured_bacterium
ASV_2232	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Altererythrobacter
ASV_2233	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Geodermatophilaceae, Blastococcus
ASV_2234	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1)
ASV_2235	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Sporichthyaceae
ASV_2236	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_2237	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Edaphobaculum
ASV_2238	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Puia, uncultured_bacterium
ASV_2239	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Acidipila
ASV_224	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinophytocola, Actinophytocola_sp.
ASV_2240	Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Domibacillus, Bacillus_sp.
ASV_2241	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14
ASV_2242	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_2243	Bacteria, Chloroflexi, KD4-96, KD4-96, KD4-96, KD4-96
ASV_2244	Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, BIrii41, uncultured_bacterium
ASV_2245	Bacteria, Myxococcota, bacteriap25, bacteriap25, bacteriap25, bacteriap25
ASV_2246	Bacteria, Entotheonellaeota, Entotheonellia, Entotheonellales, Entotheonellaceae, Entotheonellaceae, uncultured_bacterium
ASV_2247	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, uncultured, uncultured_bacterium
ASV_2248	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Crossiella, uncultured_bacterium
ASV_2249	Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium
ASV_225	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, 67-14, 67-14, uncultured_bacterium
ASV_2250	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Acidothermaceae, Acidothermus, uncultured_Thermomonosporaceae
ASV_2251	Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast
ASV_2252	Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae
ASV_2253	Bacteria, Acidobacteriota, Holophagae, Subgroup_7, Subgroup_7, Subgroup_7
ASV_2254	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Dinghuibacter, Dinghuibacter_silviterrae
ASV_2255	Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter
ASV_2256	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_2257	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Puia, uncultured_soil
ASV_2258	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_2259	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Nitrosomonadaceae, MND1
ASV_226	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia
ASV_2260	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Methylobacterium-Methylorubrum
ASV_2261	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Puia, uncultured_bacterium
ASV_2262	Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Acidothermaceae, Acidothermus
ASV_2263	Bacteria, Chloroflexi, Chloroflexia, Chloroflexales, Roseiflexaceae, uncultured, uncultured_Chloroflexaceae
ASV_2264	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured
ASV_2265	Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, uncultured, uncultured_bacterium
ASV_2266	Bacteria, Chloroflexi, TK10, TK10, TK10, TK10
ASV_2267	Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
ASV_2268	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Propionibacteriaceae
ASV_2269	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter
ASV_227	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_2270	Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, BIrii41, uncultured_bacterium
ASV_2271	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae
ASV_2272	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Conexibacter, uncultured_Conexibacteraceae
ASV_2273	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Dyella, Dyella_sp.
ASV_2274	Bacteria, Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus_Udaeobacter, uncultured_Spartobacteria
ASV_2275	Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium
ASV_2276	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured_bacterium
ASV_2277	Bacteria, NB1-j, NB1-j, NB1-j, NB1-j, NB1-j, uncultured_bacterium
ASV_2278	Bacteria, Planctomycetota, Planctomycetes, Gemmatales, Gemmataceae
ASV_2279	Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae, Agromyces
ASV_228	Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, Rokubacteriales, Rokubacteriales, uncultured_bacterium
ASV_2280	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas
ASV_2281	Bacteria, Actinobacteriota, MB-A2-108, MB-A2-108, MB-A2-108, MB-A2-108, uncultured_Actinomycetales
ASV_2282	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, bacterium_Ellin6515
ASV_2283	Bacteria, Actinobacteriota, Thermoleophilia, Gaiellales, uncultured, uncultured, uncultured_soil
ASV_2284	Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured, uncultured_Alphaproteobacteria
ASV_2285	Bacteria, Myxococcota, Polyangia, Haliangiales, Haliangiaceae, Haliangium, uncultured_Myxococcales
ASV_2286	Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales
ASV_2287	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, Vicinamibacteraceae
ASV_2288	Bacteria, Chloroflexi, KD4-96, KD4-96, KD4-96, KD4-96
ASV_2289	Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, Nocardioides_dilutus
ASV_229	Bacteria, Actinobacteriota, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Crossiella, uncultured_bacterium
ASV_2290	Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, uncultured
ASV_2291	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Edaphobacter
ASV_2292	Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae, Candidatus_Solibacter
ASV_2293	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured_Chitinophagaceae
ASV_2294	Bacteria, Proteobacteria, Gammaproteobacteria
ASV_2295	Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia-Caballeronia-Paraburkholderia, Paraburkholderia_silvatlantica
ASV_2296	Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Puia
ASV_2297	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured
ASV_2298	Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolineaceae, UTCFX1, uncultured_bacterium
ASV_2299	Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter
ASV_23	Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Acidicapsa, Acidicapsa_sp.
ASV_230	Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured, uncultured_bacterium
ASV_2300	Bacteria, Proteobacteria, Alphaproteobacteria, Dongiales, Dongiaceae, Dongia, uncultured_Rhodospirillales
